OBJECTID,Record_ID,Offense_Code,Offense_Ext,Offense_Category,Description,Police_District,Beat,Grid,Occurence_Date
960,1432207,5311,52,DISORDERLY,647(F) PC PUB INTOX-DETOX ONLY,6,6E,1115,2020-01-13T00:02:14.000Z
961,1432208,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,1,1C,0449,2020-01-13T00:02:25.000Z
962,1432209,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,2,2B,0553,2020-01-13T00:07:30.000Z
963,1432210,5212,01,WEAPON OFFENSE,417(A)1) PC BRANDISH NON-GUN,3,3B,0778,2020-01-13T00:09:54.000Z
964,1432212,7399,132,SAC CITY CODE,12.74.030 SCC-CITY HALL VIOL-M,3,3M,0734,2020-01-13T00:20:18.000Z
965,1432213,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,4,4A,1221,2020-01-14T00:00:14.000Z
966,1432214,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,4,4A,0907,2020-01-14T00:01:15.000Z
967,1432217,1210,0,ROBBERY,211 PC ROBBERY-PURSE SNATCH,3,3M,0734,2020-01-14T00:02:57.000Z
968,1432220,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,5,5C,1606,2020-01-12T00:19:01.000Z
969,1432225,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,3,3B,0746,2020-01-09T00:20:45.000Z
970,1432227,2399,2,LARCENY,484 PC PETTY THEFT,5,5B,1369,2020-01-08T00:10:15.000Z
971,1432229,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,6,6A,1015,2020-01-13T00:16:46.000Z
972,1432230,5212,59,WEAPON OFFENSE,"22210 POSS BILLYCLUB, SAP, ETC",6,6A,1015,2020-01-13T00:17:49.000Z
973,1432232,2999,38,VANDALISM,594(B)(1) VANDAL $400 OR MORE,5,5A,1386,2020-01-10T00:14:00.000Z
974,1432234,2099,4,ARSON,451(D) PC ARSON OF PROPERTY,3,3A,0715,2020-01-14T00:13:09.000Z
975,1432235,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3M,0731,2020-01-12T00:21:00.000Z
976,1432243,2399,2,LARCENY,484 PC PETTY THEFT,6,6D,0824,2020-01-09T00:08:00.000Z
977,1432245,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,1,1A,0116,2020-01-13T00:19:30.000Z
978,1432247,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,6,6B,1086,2020-01-01T00:14:00.000Z
979,1432251,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6A,1012,2020-01-13T00:22:00.000Z
980,1432254,2399,2,LARCENY,484 PC PETTY THEFT,6,6B,1084,2020-01-13T00:03:00.000Z
981,1432255,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,3,3A,0725,2020-01-13T00:12:30.000Z
982,1432256,2602,0,FRAUD,FRAUD-SWINDLE,1,1A,0136,2020-01-11T00:11:00.000Z
983,1432262,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,5,5B,1621,2020-01-13T00:08:46.000Z
984,1432263,2303,3,LARCENY,484 PETTY THEFT-SHOPLIFT,6,6A,1015,2020-01-13T00:08:54.000Z
985,1432264,3699,14,SEX REGISTRATI,290.010 FAIL REG DIFFERENT ADD,4,4B,1356,2020-01-14T00:08:22.000Z
986,1432265,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,2,2A,0516,2020-01-13T00:09:27.000Z
987,1432266,1313,19,BATTERY,242 PC BATTERY CIVILIAN,6,6C,1443,2020-01-14T00:06:52.000Z
988,1432268,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,5,5A,1502,2020-01-13T00:08:30.000Z
989,1432269,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,4,4A,0907,2020-01-14T00:10:26.000Z
990,1432270,5499,17A,TRAFFIC,23222(B)POSSESS MARIJ IN VEH,2,2A,0514,2020-01-09T00:13:19.000Z
991,1432271,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1B,0422,2020-01-13T00:00:00.000Z
992,1432272,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6B,1086,2020-01-14T00:00:03.000Z
993,1432273,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4B,1334,2020-01-13T00:18:00.000Z
994,1432274,2299,01,BURGLARY,459 PC BURG VEHICLE,2,2B,0531,2020-01-14T00:06:20.000Z
995,1432277,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,1,1A,0104,2020-01-12T00:17:30.000Z
996,1432278,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,2,2B,0531,2020-01-12T00:03:15.000Z
997,1432280,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,1,1A,0306,2020-01-09T00:16:00.000Z
998,1432283,2999,04,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,6,6D,0847,2020-01-10T00:20:30.000Z
999,1432284,2399,2,LARCENY,484 PC PETTY THEFT,2,2C,0612,2020-01-13T00:11:05.000Z
1000,1432285,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,4,4A,0905,2020-01-10T00:20:05.000Z
1001,1432286,2399,2,LARCENY,484 PC PETTY THEFT,6,6C,1111,2020-01-12T00:22:00.000Z
1002,1432287,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,5,5A,1501,2020-01-10T00:09:30.000Z
1003,1432290,2399,2,LARCENY,484 PC PETTY THEFT,2,2C,0619,2020-01-09T00:16:45.000Z
1004,1432293,2299,01,BURGLARY,459 PC BURG VEHICLE,3,3M,0742,2020-01-13T00:21:00.000Z
1005,1432294,2399,2,LARCENY,484 PC PETTY THEFT,5,5C,1623,2020-01-09T00:16:35.000Z
1006,1432296,1313,19,BATTERY,242 PC BATTERY CIVILIAN,3,3A,0776,2020-01-14T00:10:07.000Z
1007,1432297,1313,19,BATTERY,242 PC BATTERY CIVILIAN,6,6B,1003,2020-01-13T00:10:35.000Z
1008,1432299,5005,2,OBST JUDICIARY,166(A)(4) WILFUL DISOBEY CT OR,2,2A,0223,2020-01-12T00:15:20.000Z
1009,1432307,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,5,5B,1618,2020-01-14T00:12:52.000Z
1010,1432309,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1A,0336,2020-01-12T00:19:00.000Z
1011,1432310,2399,23,LARCENY,487(A) GRAND THFT-RECYCL METAL,4,4B,1344,2020-01-13T00:22:00.000Z
1012,1432311,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,3,3A,0723,2020-01-14T00:02:30.000Z
1013,1432312,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,6,6A,1015,2020-01-13T00:09:15.000Z
1014,1432313,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6D,0834,2020-01-14T00:03:00.000Z
1015,1432314,2205,3,BURGLARY,459.5 BURGLARY SHOPLIFT < $950,3,3B,0737,2020-01-13T00:16:45.000Z
1016,1432315,2399,2,LARCENY,484 PC PETTY THEFT,1,1C,0437,2020-01-14T00:09:00.000Z
1017,1432316,2399,2,LARCENY,484 PC PETTY THEFT,2,2A,0234,2020-01-11T00:01:55.000Z
1018,1432317,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,6,6D,0804,2020-01-12T00:15:15.000Z
1019,1432318,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,1,1C,0419,2020-01-14T00:11:30.000Z
1020,1432319,2205,3,BURGLARY,459.5 BURGLARY SHOPLIFT < $950,2,2A,0232,2020-01-14T00:11:07.000Z
1021,1432321,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3B,0778,2020-01-14T00:12:15.000Z
1022,1432322,2299,01,BURGLARY,459 PC BURG VEHICLE,3,3B,0746,2020-01-12T00:17:00.000Z
1023,1432324,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6D,0844,2020-01-06T00:17:30.000Z
1024,1432327,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,1,1A,0338,2020-01-12T00:09:20.000Z
1025,1432328,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1B,0435,2020-01-14T00:12:20.000Z
1026,1432337,2399,2,LARCENY,484 PC PETTY THEFT,5,5B,1603,2020-01-11T00:09:23.000Z
1027,1432338,2399,2,LARCENY,484 PC PETTY THEFT,5,5B,1618,2020-01-12T00:14:00.000Z
1028,1432340,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,3,3A,0765,2020-01-13T00:17:00.000Z
1029,1432341,2399,2,LARCENY,484 PC PETTY THEFT,1,1A,0123,2020-01-14T00:11:40.000Z
1030,1432343,2399,2,LARCENY,484 PC PETTY THEFT,2,2C,0619,2020-01-11T00:16:14.000Z
1031,1432344,2399,2,LARCENY,484 PC PETTY THEFT,2,2C,0619,2020-01-11T00:16:10.000Z
1032,1432345,2299,01,BURGLARY,459 PC BURG VEHICLE,2,2C,0620,2020-01-13T00:13:00.000Z
1033,1432346,2399,2,LARCENY,484 PC PETTY THEFT,4,4B,1356,2020-01-14T00:12:50.000Z
1034,1432349,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6B,1054,2020-01-04T00:18:00.000Z
1035,1432352,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,2,2A,0509,2020-01-09T00:17:06.000Z
1036,1432354,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6C,1443,2020-01-09T00:21:54.000Z
1037,1432355,0999,1,HOMICIDE,187(A) HOMICIDE,5,5C,1654,2020-01-14T00:15:44.000Z
1038,1432358,1313,19,BATTERY,242 PC BATTERY CIVILIAN,2,2A,0506,2020-01-14T00:20:26.000Z
1039,1432359,7399,36B,SAC CITY CODE,9.16.140B TRESPASS AFTR NOTICE,5,5C,1624,2020-01-14T00:23:47.000Z
1040,1432367,3599,61,NARCOTICS,11350(A) POSS CONTROLLED SUBST,4,4A,0907,2020-01-14T00:09:33.000Z
1041,1432370,3802,2,AGG ASSAULT,368(B)(1)ENDANGER HEALTH/ELDER,3,3A,0785,2020-01-14T00:14:40.000Z
1042,1432376,1313,19,BATTERY,242 PC BATTERY CIVILIAN,5,5C,1624,2020-01-14T00:15:20.000Z
1043,1432381,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1C,0438,2020-01-15T00:04:30.000Z
1044,1432382,5212,54A,WEAPON OFFENSE,21310 POSS DIRK/DAGGER-MISD,2,2B,0541,2020-01-14T00:09:49.000Z
1045,1432384,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3A,0771,2020-01-14T00:17:30.000Z
1046,1432388,3599,62,NARCOTICS,11377(A) POSS DAN DRUG/SUPER X,6,6B,1084,2020-01-14T00:22:12.000Z
1047,1432389,2999,38,VANDALISM,594(B)(1) VANDAL $400 OR MORE,5,5C,1654,2020-01-14T00:21:29.000Z
1048,1432390,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6A,1014,2020-01-14T00:22:15.000Z
1049,1432391,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,2,2C,0614,2020-01-13T00:09:00.000Z
1050,1432397,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1A,0145,2020-01-13T00:21:00.000Z
1051,1432398,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6B,1038,2020-01-14T00:07:30.000Z
1052,1432402,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3A,0784,2020-01-14T00:18:15.000Z
1053,1432403,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,4,4A,1204,2020-01-15T00:00:59.000Z
1054,1432407,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,2,2C,0619,2020-01-06T00:18:58.000Z
1055,1432408,2999,35,VANDALISM,594(A)(2) VANDALISM-DAMAGE,4,4C,1283,2020-01-14T00:10:30.000Z
1056,1432411,2999,35,VANDALISM,594(A)(2) VANDALISM-DAMAGE,6,6B,1067,2020-01-14T00:13:30.000Z
1057,1432414,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,4,4B,0966,2020-01-14T00:21:43.000Z
1058,1432415,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2B,0556,2020-01-11T00:18:00.000Z
1059,1432416,1313,19,BATTERY,242 PC BATTERY CIVILIAN,4,4A,1204,2020-01-14T00:20:30.000Z
1060,1432419,2604,43,FRAUD,530.5(A) GET CRED W/OTH ID-MIS,5,5B,1633,2020-01-06T00:13:00.000Z
1061,1432437,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,4,4C,1282,2020-01-13T00:16:30.000Z
1062,1432439,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2C,0605,2020-01-11T00:19:30.000Z
1063,1432441,1313,19,BATTERY,242 PC BATTERY CIVILIAN,4,4C,1255,2020-01-13T00:07:26.000Z
1064,1432444,2205,3,BURGLARY,459.5 BURGLARY SHOPLIFT < $950,2,2C,0603,2020-01-15T00:09:00.000Z
1065,1432446,2099,3,ARSON,451(C) PC ARSON STRUC/LAND,2,2B,0563,2020-01-15T00:08:50.000Z
1066,1432447,2399,2,LARCENY,484 PC PETTY THEFT,2,2A,0223,2020-01-12T00:09:00.000Z
1067,1432448,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,3,3A,0773,2020-01-13T00:16:20.000Z
1068,1432449,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,4,4C,1264,2020-01-14T00:17:50.000Z
1069,1432450,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,3,3M,0742,2020-01-14T00:22:09.000Z
1070,1432451,2303,2,LARCENY,487(A) GRAND THEFT-SHOPLIFT,5,5C,1606,2020-01-14T00:12:03.000Z
1071,1432452,2301,0A,LARCENY,487(C) GRAND THEFT-PERS <$950,3,3A,0706,2020-01-14T00:17:40.000Z
1072,1432454,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,1,1B,0410,2020-01-14T00:20:40.000Z
1073,1432455,1203,0,ROBBERY,211 PC ROBBERY-SHOPLIFT,3,3A,0703,2020-01-14T00:21:15.000Z
1074,1432459,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2A,0511,2020-01-13T00:20:00.000Z
1075,1432460,2099,0,ARSON,457.1(H) PC ARSON REG REQ,4,4C,0985,2020-01-15T00:11:38.000Z
1076,1432461,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,5,5B,1602,2020-01-15T00:08:30.000Z
1077,1432465,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6B,1421,2020-01-15T00:10:30.000Z
1078,1432466,2999,35,VANDALISM,594(A)(2) VANDALISM-DAMAGE,4,4A,0937,2020-01-15T00:04:00.000Z
1079,1432471,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,1,1A,0130,2020-01-14T00:10:00.000Z
1080,1432472,5401,1,TRAFFIC,20002(B) HIT/RUN-RUNAWAY VEH,6,6C,1145,2020-01-02T00:06:30.000Z
1081,1432474,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,4,4A,0906,2020-01-07T00:15:13.000Z
1082,1432475,2399,2,LARCENY,484 PC PETTY THEFT,3,3M,0742,2020-01-14T00:17:45.000Z
1083,1432476,5299,127,WEAPON OFFENSE,30305(A)(1) FELON POSS AMMO-F,4,4A,0908,2020-01-13T00:11:34.000Z
1084,1432477,5401,1,TRAFFIC,20002(B) HIT/RUN-RUNAWAY VEH,3,3A,0773,2020-01-11T00:17:39.000Z
1085,1432478,3599,34,NARCOTICS,11379(A)HS SALE/TRAN CNTRL SUB,5,5A,1394,2020-01-15T00:02:58.000Z
1086,1432481,3599,35,NARCOTICS,11378 HS POSS CNTRL SUB/SALE,6,6A,1081,2020-01-14T00:10:15.000Z
1087,1432482,2399,2,LARCENY,484 PC PETTY THEFT,4,4A,0902,2020-01-15T00:00:00.000Z
1088,1432483,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,2,2A,0517,2020-01-12T00:17:50.000Z
1089,1432484,2399,2,LARCENY,484 PC PETTY THEFT,2,2A,0232,2020-01-15T00:09:11.000Z
1090,1432485,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,1,1B,0411,2020-01-14T00:15:57.000Z
1091,1432489,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,2,2C,0622,2020-01-15T00:00:00.000Z
1092,1432490,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,2,2B,0564,2020-01-13T00:10:56.000Z
1093,1432491,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6E,0899,2020-01-11T00:15:53.000Z
1094,1432493,2099,4,ARSON,451(D) PC ARSON OF PROPERTY,3,3M,0734,2020-01-14T00:19:50.000Z
1095,1432494,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,2,2B,0553,2020-01-10T00:23:55.000Z
1096,1432495,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,3,3B,0736,2020-01-10T00:14:54.000Z
1097,1432496,2299,01,BURGLARY,459 PC BURG VEHICLE,4,4B,0986,2020-01-05T00:04:54.000Z
1098,1432497,2206,0,BURGLARY,466 PC POSS OF BURG TOOLS,1,1A,0104,2020-01-15T00:07:45.000Z
1099,1432502,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,3,3B,0766,2020-01-15T00:10:00.000Z
1100,1432506,2399,2,LARCENY,484 PC PETTY THEFT,6,6B,1036,2020-01-15T00:14:42.000Z
1101,1432507,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,2,2A,0507,2020-01-10T00:11:30.000Z
1102,1432508,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,1,1A,0305,2020-01-07T00:13:29.000Z
1103,1432509,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1A,0337,2020-01-15T00:11:30.000Z
1104,1432511,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,3,3A,0709,2020-01-13T00:13:33.000Z
1105,1432512,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,2,2C,0567,2020-01-14T00:05:20.000Z
1106,1432513,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,3,3A,0765,2020-01-14T00:16:05.000Z
1107,1432514,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,2,2A,0223,2020-01-03T00:06:01.000Z
1108,1432515,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6B,1421,2020-01-11T00:13:48.000Z
1109,1432543,2803,05,STOLEN PROP,496(A) REC STOLEN PROP-MISD,UI,UI,UI,2020-01-15T00:15:31.000Z
1110,1432556,5404,10,TRAFFIC,23153(A) DUI ALCOHOL W/INJ,3,3B,0747,2020-01-15T00:19:29.000Z
1111,1432557,7399,69,SAC CITY CODE,12.72.090 SCC IN PK AFTER HRS,3,3M,0734,2020-01-14T00:17:44.000Z
1112,1432564,3599,61,NARCOTICS,11350(A) POSS CONTROLLED SUBST,3,3M,0745,2020-01-11T00:22:32.000Z
1113,1432565,7399,132,SAC CITY CODE,12.74.030 SCC-CITY HALL VIOL-M,3,3M,0734,2020-01-14T00:18:33.000Z
1114,1432566,7399,132,SAC CITY CODE,12.74.030 SCC-CITY HALL VIOL-M,3,3M,0734,2020-01-14T00:18:40.000Z
1115,1432568,5012,0,OBST JUDICIARY,1203.2 PC VIOL OF PROBATION,4,4A,0905,2020-01-15T00:13:23.000Z
1116,1432569,5499,143,TRAFFIC,2800.2(A) VC EVADE RECKLES-FEL,2,2C,0567,2020-01-15T00:18:38.000Z
1117,1432570,7399,132,SAC CITY CODE,12.74.030 SCC-CITY HALL VIOL-M,3,3M,0734,2020-01-15T00:18:35.000Z
1118,1432571,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,5,5C,1623,2020-01-15T00:19:34.000Z
1119,1432572,2999,38,VANDALISM,594(B)(1) VANDAL $400 OR MORE,1,1A,0301,2020-01-15T00:21:45.000Z
1120,1432574,1313,19,BATTERY,242 PC BATTERY CIVILIAN,4,4C,1296,2020-01-08T00:09:38.000Z
1121,1432577,2299,10,BURGLARY,459 PC BURG UNSPECIFIED-MISD,6,6B,1084,2020-01-09T00:23:11.000Z
1122,1432580,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,2,2B,0553,2020-01-09T00:22:30.000Z
1123,1432585,2999,34,VANDALISM,594(A)(1) VANDALISM-GRAFFITI,4,4A,0915,2020-01-12T00:17:58.000Z
1124,1432586,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5C,1637,2020-01-15T00:20:30.000Z
1125,1432590,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,5,5A,1502,2020-01-13T00:06:45.000Z
1126,1432592,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,6,6C,1447,2020-01-14T00:12:06.000Z
1127,1432594,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1A,0344,2020-01-15T00:21:00.000Z
1128,1432599,5499,143,TRAFFIC,2800.2(A) VC EVADE RECKLES-FEL,6,6B,1421,2020-01-15T00:00:46.000Z
1129,1432602,2999,33,VANDALISM,594(A)(2) VANDALISM-DAMAGE,3,3A,0704,2020-01-15T00:08:46.000Z
1130,1432605,2999,38,VANDALISM,594(B)(1) VANDAL $400 OR MORE,4,4B,0969,2020-01-15T00:17:22.000Z
1131,1432611,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,6,6B,1421,2020-01-16T00:03:09.000Z
1132,1432612,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6A,1081,2020-01-16T00:08:00.000Z
1133,1432617,1313,19,BATTERY,242 PC BATTERY CIVILIAN,1,1C,0447,2020-01-15T00:11:45.000Z
1134,1432623,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5C,1623,2020-01-16T00:05:30.000Z
1135,1432624,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,4,4C,1292,2020-01-12T00:07:00.000Z
1136,1432626,2299,01,BURGLARY,459 PC BURG VEHICLE,4,4A,0956,2020-01-16T00:09:00.000Z
1137,1432627,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5C,1623,2020-01-15T00:13:30.000Z
1138,1432630,1299,4,ROBBERY,212.5(B) ROB-VICINITY OF ATM,4,4C,1289,2020-01-14T00:20:11.000Z
1139,1432633,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,2,2C,0623,2020-01-15T00:06:59.000Z
1140,1432634,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,2,2C,0611,2020-01-15T00:00:12.000Z
1141,1432635,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,1,1C,0419,2020-01-15T00:01:22.000Z
1142,1432636,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3B,0787,2020-01-15T00:22:00.000Z
1143,1432639,1299,3,ROBBERY,212.5(A)ROBBERY-INHAB DWELLING,1,1C,0449,2020-01-15T00:19:01.000Z
1144,1432640,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5C,1623,2020-01-15T00:18:00.000Z
1145,1432644,1313,19,BATTERY,242 PC BATTERY CIVILIAN,6,6B,1421,2020-01-11T00:22:00.000Z
1146,1432645,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,5,5B,1621,2020-01-09T00:12:00.000Z
1147,1432646,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,3,3A,0701,2020-01-15T00:14:45.000Z
1148,1432647,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1B,0440,2020-01-13T00:20:00.000Z
1149,1432649,2099,4,ARSON,451(D) PC ARSON OF PROPERTY,3,3M,0734,2020-01-15T00:18:19.000Z
1150,1432651,5012,0,OBST JUDICIARY,1203.2 PC VIOL OF PROBATION,3,3M,0734,2020-01-16T00:07:21.000Z
1151,1432652,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,2,2B,0564,2020-01-15T00:17:25.000Z
1152,1432653,1313,19,BATTERY,242 PC BATTERY CIVILIAN,6,6B,1003,2020-01-15T00:15:30.000Z
1153,1432654,2399,2,LARCENY,484 PC PETTY THEFT,6,6D,0851,2020-01-09T00:15:05.000Z
1154,1432655,2604,42,FRAUD,530.5(A) GET CRED W/OTH ID-FEL,5,5C,1654,2020-01-06T00:08:00.000Z
1155,1432656,2399,2,LARCENY,484 PC PETTY THEFT,4,4C,1265,2020-01-13T00:10:30.000Z
1156,1432662,2299,01,BURGLARY,459 PC BURG VEHICLE,5,5C,1637,2020-01-14T00:20:00.000Z
1157,1432663,2399,2,LARCENY,484 PC PETTY THEFT,3,3A,0704,2020-01-14T00:14:45.000Z
1158,1432664,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,1,1B,0478,2020-01-14T00:21:00.000Z
1159,1432666,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,1,1B,0411,2020-01-14T00:19:00.000Z
1160,1432667,2999,15,VANDALISM,594(A)(1) VANDALISM-GRAFFITI,6,6C,1141,2020-01-11T00:13:15.000Z
1161,1432668,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,2,2A,0505,2020-01-14T00:09:00.000Z
1162,1432669,2399,2,LARCENY,484 PC PETTY THEFT,1,1B,0412,2020-01-15T00:18:00.000Z
1163,1432670,2999,15,VANDALISM,594(A)(1) VANDALISM-GRAFFITI,2,2A,0222,2020-01-15T00:15:30.000Z
1164,1432671,2999,35,VANDALISM,594(A)(2) VANDALISM-DAMAGE,1,1A,0308,2020-01-15T00:07:50.000Z
1165,1432672,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,6,6C,1153,2020-01-16T00:03:00.000Z
1166,1432678,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,1,1A,0348,2020-01-15T00:19:45.000Z
1167,1432679,2999,38,VANDALISM,594(B)(1) VANDAL $400 OR MORE,4,4A,1202,2020-01-16T00:01:30.000Z
1168,1432681,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,5,5B,1631,2020-01-09T00:00:00.000Z
1169,1432683,5005,2,OBST JUDICIARY,166(A)(4) WILFUL DISOBEY CT OR,2,2A,0237,2020-01-16T00:11:09.000Z
1170,1432684,1313,19,BATTERY,242 PC BATTERY CIVILIAN,6,6B,1003,2020-01-13T00:20:50.000Z
1171,1432687,2399,2,LARCENY,484 PC PETTY THEFT,6,6B,1401,2020-01-14T00:11:11.000Z
1172,1432690,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,3,3B,0746,2020-01-15T00:10:25.000Z
1173,1432691,2399,2,LARCENY,484 PC PETTY THEFT,5,5C,1647,2020-01-10T00:11:30.000Z
1174,1432692,2399,2,LARCENY,484 PC PETTY THEFT,4,4C,1292,2020-01-09T00:13:45.000Z
1175,1432693,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6E,0877,2020-01-08T00:17:30.000Z
1176,1432695,1313,25,ASSAULT,368(C) CAUSE PAIN/INJ TO ELDER,3,3M,0732,2020-01-14T00:11:47.000Z
1177,1432697,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,4,4A,0923,2020-01-15T00:18:00.000Z
